STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,ACTIVITY,Economic activity,SIZE_CLASS,Employment size class,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,OBS_STATUS_2,Observation status 2,OBS_STATUS_3,Observation status 3,UNIT_MULT,Unit multiplier,TIME_HORIZON_USE,Time horizon,DECIMALS,Decimals,BREAKDOWN_V7,V7 Breakdowns
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,10.6918,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,92.81439999999999,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2019,,95.092,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2024,,38.9937,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,89.90939999999999,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,EST,Estonia,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2015,,90.88199999999999,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2021,,51.172,,B,Time series break,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,26.6552,,B,Time series break,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2017,,95.6217,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2015,,94.2919,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2016,,99.681,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,99.50099999999999,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2023,,99.58970000000001,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2023,,26.3988,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2018,,99.0151,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,14.407200000000001,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,99.2094,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2024,,37.665,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2016,,94.4327,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,95.2618,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,97.964,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,11.476899999999999,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2018,,94.9171,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,8.0655,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,95.1798,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2024,,20.0162,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2021,,100,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,100,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,100,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2017,,100,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2016,,100,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2015,,100,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,99.81370000000001,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,53.3258,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,25.7996,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2024,,70.4023,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,99.457,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FIN,Finland,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2015,,99.6623,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,94.3857,,B,Time series break,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2023,,20.9377,,B,Time series break,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2023,,10.1577,,B,Time series break,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2023,,85.9244,,B,Time series break,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2015,,87.2673,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2016,,87.9411,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,87.057,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2018,,87.046,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,86.92309999999999,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2020,,7.0076,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2019,,87.6731,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2024,,14.52,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,13.0735,,B,Time series break,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2017,,62.585100000000004,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2015,,63.1066,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2016,,64.87,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,67.4524,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2018,,65.9525,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,4.0899,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2020,,67.0775,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2019,,68.3785,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2024,,8.5085,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2017,,95.2526,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2015,,93.9009,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2016,,94.6052,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2021,,94.0792,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,16.9373,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2020,,95.367,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2018,,94.7421,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2019,,94.19030000000001,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S_GE250,250 or more,2024,,32.732099999999996,,A,Normal value,,,,,0,Units,,,2,Two,LARGE,LARGE
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2017,,88.2941,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,5.0322,,B,Time series break,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,65.3398,,B,Time series break,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,FRA,France,A,Annual,G14_B,Businesses using artificial intelligence (AI),PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,4.7158,,B,Time series break,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2015,,85.2903,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2016,,87.7388,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2021,,88.12729999999999,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S10T49,From 10 to 49,2023,,91.8529,,A,Normal value,,,,,0,Units,,,2,Two,SMALL,SMALL
DATAFLOW,OECD.STI.DEP:DSD_ICT_B@DF_BUSINESSES(1.0),ICT Access and Usage by Businesses,I,DEU,Germany,A,Annual,B1_B,Businesses with a website or home page,PT_ENT,Percentage of enterprises,_T,Total - all activities,S50T249,From 50 to 249,2021,,94.4409,,A,Normal value,,,,,0,Units,,,2,Two,MEDIUM,MEDIUM
